"","INDEX_CAL","SEXE","date1","Year","mois","saisonyear","Id","x","y","geometry"
"2764",1,"XX",2024-02-14,2024,2,2024,"S88-090",904499.999998825,6375499.99999987,c(904499.999998825, 6375499.99999987)
"2765",1,"XY",2024-02-15,2024,2,2024,"S81-031",999499.999998684,6360499.99999988,c(999499.999998684, 6360499.99999988)
"2766",0.6875,"XX",2024-02-15,2024,2,2024,"S87-031",909499.999998818,6345499.99999988,c(909499.999998818, 6345499.99999988)
"2767",0.911458313,"XX",2024-02-15,2024,2,2024,"S87-043",989499.999998698,6355499.99999988,c(989499.999998698, 6355499.99999988)
"2768",0.895833313,"XX",2024-02-15,2024,2,2024,"S88-024",974499.999998721,6475499.99999984,c(974499.999998721, 6475499.99999984)
"2770",0.546875,"XX",2024-02-15,2024,2,2024,"S87-028",919499.999998803,6275499.99999991,c(919499.999998803, 6275499.99999991)
"2771",1,"XX",2024-02-15,2024,2,2024,"S87-028",918499.999998804,6279499.99999991,c(918499.999998804, 6279499.99999991)
"2772",0.895833313,"XX",2024-02-15,2024,2,2024,"S80-077",989499.999998698,6285499.99999991,c(989499.999998698, 6285499.99999991)
"2773",0.770833313,"XX",2024-02-15,2024,2,2024,"S68-17",889499.999998848,6445499.99999985,c(889499.999998848, 6445499.99999985)
"2774",1,"XX",2024-02-15,2024,2,2024,"S88-024",973499.999998722,6479499.99999983,c(973499.999998722, 6479499.99999983)
"2777",0.942708313,"XY",2024-02-15,2024,2,2024,"S87-019",888499.999998849,6449499.99999985,c(888499.999998849, 6449499.99999985)
"2778",0.911458313,"XY",2024-02-15,2024,2,2024,"S86-093",885499.999998854,6449499.99999985,c(885499.999998854, 6449499.99999985)
"2779",0.958333313,"XX",2024-02-15,2024,2,2024,"S86-087",953499.999998752,6354499.99999988,c(953499.999998752, 6354499.99999988)
"2780",1,"XX",2024-02-15,2024,2,2024,"S87-061",874499.99999887,6425499.99999985,c(874499.99999887, 6425499.99999985)
"2781",0.651041687,"XY",2024-02-15,2024,2,2024,"S87-055",904499.999998825,6340499.99999989,c(904499.999998825, 6340499.99999989)
"2782",0.880208313,"XY",2024-02-15,2024,2,2024,"S87-064",904499.999998825,6340499.99999989,c(904499.999998825, 6340499.99999989)
"2783",1,"XY",2024-02-15,2024,2,2024,"S87-020",909499.999998818,6345499.99999988,c(909499.999998818, 6345499.99999988)
"2784",0.651041687,"XX",2024-02-15,2024,2,2024,"S88-035",1024499.99999865,6335499.99999989,c(1024499.99999865, 6335499.99999989)
"2785",1,"XY",2024-02-16,2024,2,2024,"S88-083",909499.999998818,6240499.99999992,c(909499.999998818, 6240499.99999992)
"2786",0.505208313,"XX",2024-02-16,2024,2,2024,"S64-38",940499.999998772,6479499.99999983,c(940499.999998772, 6479499.99999983)
"2787",0.796875,"XY",2024-02-16,2024,2,2024,"S79-003",995499.99999869,6382499.99999987,c(995499.99999869, 6382499.99999987)
"2788",0.979166687,"XY",2024-02-16,2024,2,2024,"S87-072",971499.999998725,6423499.99999985,c(971499.999998725, 6423499.99999985)
"2789",0.880208313,"XY",2024-02-16,2024,2,2024,"S87-018",934499.99999878,6275499.99999991,c(934499.99999878, 6275499.99999991)
"2790",0.614583313,"XY",2024-02-16,2024,2,2024,"S79-003",998499.999998685,6382499.99999987,c(998499.999998685, 6382499.99999987)
"2791",0.776041687,"XY",2024-02-16,2024,2,2024,"S87-079",943499.999998767,6474499.99999984,c(943499.999998767, 6474499.99999984)
"2792",0.848958313,"XY",2024-02-16,2024,2,2024,"S87-018",934499.99999878,6275499.99999991,c(934499.99999878, 6275499.99999991)
"2793",0.635416687,"NI",2024-02-16,2024,2,2024,"S89-028",984499.999998706,6490499.99999983,c(984499.999998706, 6490499.99999983)
"2794",0.833333313,"XX",2024-02-16,2024,2,2024,"S87-011",909499.999998818,6390499.99999987,c(909499.999998818, 6390499.99999987)
"2795",0.895833313,"XX",2024-02-16,2024,2,2024,"S83-102",964499.999998736,6305499.9999999,c(964499.999998736, 6305499.9999999)
"2796",0.84375,"XX",2024-02-16,2024,2,2024,"S87-026",898499.999998834,6314499.99999989,c(898499.999998834, 6314499.99999989)
"2797",0.765625,"XX",2024-02-16,2024,2,2024,"S87-101",889499.999998848,6300499.9999999,c(889499.999998848, 6300499.9999999)
"2799",1,"XY",2024-02-16,2024,2,2024,"S79-003",995499.99999869,6382499.99999987,c(995499.99999869, 6382499.99999987)
"2800",0.567708313,"XX",2024-02-16,2024,2,2024,"S86-004",974499.999998721,6420499.99999986,c(974499.999998721, 6420499.99999986)
"2801",0.921875,"XX",2024-02-16,2024,2,2024,"S87-011",908499.999998819,6394499.99999987,c(908499.999998819, 6394499.99999987)
"2803",0.9375,"XX",2024-02-16,2024,2,2024,"S87-026",898499.999998834,6314499.99999989,c(898499.999998834, 6314499.99999989)
"2804",0.864583313,"XY",2024-02-17,2024,2,2024,"S88-014",989499.999998698,6580499.9999998,c(989499.999998698, 6580499.9999998)
"2805",0.807291687,"XX",2024-02-17,2024,2,2024,"S87-012",986499.999998703,6528499.99999982,c(986499.999998703, 6528499.99999982)
"2806",1,"XX",2024-02-17,2024,2,2024,"S89-019",994499.999998691,6315499.99999989,c(994499.999998691, 6315499.99999989)
"2807",0.973958313,"XY",2024-02-17,2024,2,2024,"S89-026",879499.999998863,6385499.99999987,c(879499.999998863, 6385499.99999987)
"2808",0.932291687,"XY",2024-02-17,2024,2,2024,"S88-021",978499.999998715,6499499.99999983,c(978499.999998715, 6499499.99999983)
"2809",0.760416687,"NI",2024-02-17,2024,2,2024,"S89-029",989499.999998698,6580499.9999998,c(989499.999998698, 6580499.9999998)
"2810",1,"XX",2024-02-17,2024,2,2024,"S88-023",909499.999998818,6250499.99999992,c(909499.999998818, 6250499.99999992)
"2813",0.96875,"XX",2024-02-18,2024,2,2024,"S78-043",961499.99999874,6443499.99999985,c(961499.99999874, 6443499.99999985)
"2814",0.947916687,"XY",2024-02-18,2024,2,2024,"S88-014",988499.9999987,6589499.99999979,c(988499.9999987, 6589499.99999979)
"2815",0.994791687,"XX",2024-02-18,2024,2,2024,"S62-37",989499.999998698,6585499.9999998,c(989499.999998698, 6585499.9999998)
"2816",1,"XX",2024-02-18,2024,2,2024,"S86-114",903499.999998827,6409499.99999986,c(903499.999998827, 6409499.99999986)
"2817",1,"XY",2024-02-18,2024,2,2024,"S88-088",868499.999998879,6399499.99999986,c(868499.999998879, 6399499.99999986)
"2818",0.515625,"XX",2024-02-18,2024,2,2024,"S83-046",974499.999998721,6505499.99999982,c(974499.999998721, 6505499.99999982)
"2819",0.635416687,"XX",2024-02-18,2024,2,2024,"S88-102",989499.999998698,6585499.9999998,c(989499.999998698, 6585499.9999998)
"2820",0.510416687,"XX",2024-02-19,2024,2,2024,"S87-031",909499.999998818,6345499.99999988,c(909499.999998818, 6345499.99999988)
"2821",0.9375,"XX",2024-02-19,2024,2,2024,"S87-113",1014499.99999866,6415499.99999986,c(1014499.99999866, 6415499.99999986)
"2822",0.989583313,"XY",2024-02-19,2024,2,2024,"S80-041",1009499.99999867,6410499.99999986,c(1009499.99999867, 6410499.99999986)
"2823",0.989583313,"XY",2024-02-19,2024,2,2024,"S89-007",1044499.99999862,6345499.99999988,c(1044499.99999862, 6345499.99999988)
"2824",0.765625,"XX",2024-02-19,2024,2,2024,"S87-010",881499.99999886,6348499.99999988,c(881499.99999886, 6348499.99999988)
"2825",0.588541687,"XX",2024-02-20,2024,2,2024,"S86-005",905499.999998824,6299499.9999999,c(905499.999998824, 6299499.9999999)
"2826",0.739583313,"XX",2024-02-20,2024,2,2024,"S54-49",889499.999998848,6380499.99999987,c(889499.999998848, 6380499.99999987)
"2827",0.515625,"XY",2024-02-20,2024,2,2024,"S86-093",896499.999998837,6459499.99999984,c(896499.999998837, 6459499.99999984)
"2828",0.973958313,"XX",2024-02-20,2024,2,2024,"S86-121",938499.999998775,6434499.99999985,c(938499.999998775, 6434499.99999985)
"2829",1,"XY",2024-02-20,2024,2,2024,"S88-001",929499.999998788,6485499.99999983,c(929499.999998788, 6485499.99999983)
"2830",0.921875,"XX",2024-02-20,2024,2,2024,"S88-025",878499.999998864,6304499.9999999,c(878499.999998864, 6304499.9999999)
"2831",0.651041687,"XX",2024-02-20,2024,2,2024,"S88-023",903499.999998827,6259499.99999992,c(903499.999998827, 6259499.99999992)
"2832",1,"XY",2024-02-20,2024,2,2024,"S88-012",909499.999998818,6395499.99999987,c(909499.999998818, 6395499.99999987)
"2833",0.989583313,"XY",2024-02-20,2024,2,2024,"S89-016",1034499.99999863,6345499.99999988,c(1034499.99999863, 6345499.99999988)
"2834",1,"XX",2024-02-20,2024,2,2024,"S78-031",978499.999998715,6419499.99999986,c(978499.999998715, 6419499.99999986)
"2835",1,"XX",2024-02-20,2024,2,2024,"S86-005",911499.999998815,6299499.9999999,c(911499.999998815, 6299499.9999999)
"2836",0.838541687,"XY",2024-02-21,2024,2,2024,"S87-054",1018499.99999866,6329499.99999989,c(1018499.99999866, 6329499.99999989)
"2837",0.78125,"XX",2024-02-21,2024,2,2024,"S83-007",1009499.99999867,6335499.99999989,c(1009499.99999867, 6335499.99999989)
"2838",1,"XY",2024-02-21,2024,2,2024,"S89-027",879499.999998863,6410499.99999986,c(879499.999998863, 6410499.99999986)
"2839",0.71875,"NI",2024-02-21,2024,2,2024,"S87-105",954499.999998751,6355499.99999988,c(954499.999998751, 6355499.99999988)
"2841",1,"XX",2024-02-21,2024,2,2024,"S82-109",998499.999998685,6374499.99999987,c(998499.999998685, 6374499.99999987)
"2842",0.973958313,"XY",2024-02-21,2024,2,2024,"S87-091",993499.999998693,6314499.99999989,c(993499.999998693, 6314499.99999989)
"2843",0.885416687,"XX",2024-02-21,2024,2,2024,"S79-105",999499.999998684,6310499.9999999,c(999499.999998684, 6310499.9999999)
"2844",0.927083313,"XY",2024-02-21,2024,2,2024,"S87-091",996499.999998688,6313499.9999999,c(996499.999998688, 6313499.9999999)
"2845",0.536458313,"XY",2024-02-21,2024,2,2024,"S87-091",996499.999998688,6313499.9999999,c(996499.999998688, 6313499.9999999)
"2846",0.536458313,"XY",2024-02-21,2024,2,2024,"S88-021",981499.99999871,6508499.99999982,c(981499.99999871, 6508499.99999982)
"2847",0.979166687,"XX",2024-02-22,2024,2,2024,"S88-032",1019499.99999865,6335499.99999989,c(1019499.99999865, 6335499.99999989)
"2848",1,"XY",2024-02-22,2024,2,2024,"S86-001",885499.999998854,6317499.99999989,c(885499.999998854, 6317499.99999989)
"2849",0.708333313,"XY",2024-02-22,2024,2,2024,"S87-021",766499.999999031,6368499.99999988,c(766499.999999031, 6368499.99999988)
"2850",0.994791687,"XX",2024-02-22,2024,2,2024,"S74-097",883499.999998857,6324499.99999989,c(883499.999998857, 6324499.99999989)
"2851",1,"XX",2024-02-22,2024,2,2024,"S74-097",881499.99999886,6323499.99999989,c(881499.99999886, 6323499.99999989)
"2852",0.921875,"XX",2024-02-22,2024,2,2024,"S80-090",889499.999998848,6320499.99999989,c(889499.999998848, 6320499.99999989)
"2853",0.875,"XY",2024-02-23,2024,2,2024,"S87-033",878499.999998864,6384499.99999987,c(878499.999998864, 6384499.99999987)
"2854",1,"XY",2024-02-23,2024,2,2024,"S89-012",974499.999998721,6265499.99999991,c(974499.999998721, 6265499.99999991)
"2855",1,"XY",2024-02-23,2024,2,2024,"S87-069",999499.999998684,6410499.99999986,c(999499.999998684, 6410499.99999986)
"2856",0.958333313,"XY",2024-02-23,2024,2,2024,"S86-079",918499.999998804,6389499.99999987,c(918499.999998804, 6389499.99999987)
"2857",0.765625,"XY",2024-02-23,2024,2,2024,"S87-089",914499.99999881,6380499.99999987,c(914499.99999881, 6380499.99999987)
"2858",0.666666687,"XX",2024-02-23,2024,2,2024,"S83-045",934499.99999878,6380499.99999987,c(934499.99999878, 6380499.99999987)
"2859",0.817708313,"XY",2024-02-23,2024,2,2024,"S89-017",954499.999998751,6260499.99999992,c(954499.999998751, 6260499.99999992)
"2860",0.96875,"XX",2024-02-23,2024,2,2024,"S87-017",893499.999998842,6389499.99999987,c(893499.999998842, 6389499.99999987)
"2861",0.911458313,"XX",2024-02-24,2024,2,2024,"S86-129",1003499.99999868,6474499.99999984,c(1003499.99999868, 6474499.99999984)
"2862",0.989583313,"XY",2024-02-24,2024,2,2024,"S86-134",999499.999998684,6470499.99999984,c(999499.999998684, 6470499.99999984)
"2863",0.989583313,"XX",2024-02-24,2024,2,2024,"S87-011",908499.999998819,6394499.99999987,c(908499.999998819, 6394499.99999987)
"2864",0.5625,"XX",2024-02-24,2024,2,2024,"S87-011",908499.999998819,6394499.99999987,c(908499.999998819, 6394499.99999987)
"2865",0.635416687,"XY",2024-02-24,2024,2,2024,"S85-019",899499.999998833,6320499.99999989,c(899499.999998833, 6320499.99999989)
"2866",0.984375,"XY",2024-02-24,2024,2,2024,"S86-134",1003499.99999868,6474499.99999984,c(1003499.99999868, 6474499.99999984)
"2867",0.916666687,"XY",2024-02-24,2024,2,2024,"S82-125",1079499.99999856,6340499.99999989,c(1079499.99999856, 6340499.99999989)
"2868",0.755208313,"XY",2024-02-25,2024,2,2024,"S87-029",954499.999998751,6485499.99999983,c(954499.999998751, 6485499.99999983)
"2869",0.958333313,"XX",2024-02-25,2024,2,2024,"S89-002",954499.999998751,6485499.99999983,c(954499.999998751, 6485499.99999983)
"2870",1,"XX",2024-02-25,2024,2,2024,"S88-072",959499.999998743,6330499.99999989,c(959499.999998743, 6330499.99999989)
"2871",0.817708313,"XY",2024-02-25,2024,2,2024,"S87-029",954499.999998751,6485499.99999983,c(954499.999998751, 6485499.99999983)
"2873",0.557291687,"XY",2024-02-25,2024,2,2024,"S87-128",954499.999998751,6485499.99999983,c(954499.999998751, 6485499.99999983)
"2874",0.604166687,"XY",2024-02-25,2024,2,2024,"S88-049",944499.999998766,6455499.99999984,c(944499.999998766, 6455499.99999984)
"2875",0.71875,"XY",2024-02-25,2024,2,2024,"S87-029",954499.999998751,6485499.99999983,c(954499.999998751, 6485499.99999983)
"2876",0.703125,"XX",2024-02-26,2024,2,2024,"S88-017",879499.999998863,6370499.99999987,c(879499.999998863, 6370499.99999987)
"2878",0.979166687,"XX",2024-02-27,2024,2,2024,"S86-054",981499.99999871,6313499.9999999,c(981499.99999871, 6313499.9999999)
"2880",1,"XX",2024-02-27,2024,2,2024,"S82-113",1009499.99999867,6375499.99999987,c(1009499.99999867, 6375499.99999987)
"2881",0.994791687,"XY",2024-02-27,2024,2,2024,"S87-035",934499.99999878,6245499.99999992,c(934499.99999878, 6245499.99999992)
"2882",0.71875,"XY",2024-02-27,2024,2,2024,"S58-02",939499.999998773,6250499.99999992,c(939499.999998773, 6250499.99999992)
"2883",0.526041687,"XY",2024-02-27,2024,2,2024,"S87-059",939499.999998773,6250499.99999992,c(939499.999998773, 6250499.99999992)
"2884",0.984375,"XY",2024-02-27,2024,2,2024,"S87-002",849499.999998907,6395499.99999987,c(849499.999998907, 6395499.99999987)
"2885",0.916666687,"XY",2024-02-27,2024,2,2024,"S58-02",938499.999998775,6254499.99999992,c(938499.999998775, 6254499.99999992)
"2886",1,"XX",2024-02-27,2024,2,2024,"S86-196",844499.999998915,6390499.99999987,c(844499.999998915, 6390499.99999987)
"2888",0.9375,"XX",2024-02-27,2024,2,2024,"S87-012",990499.999998697,6539499.99999981,c(990499.999998697, 6539499.99999981)
"2889",0.625,"XX",2024-02-27,2024,2,2024,"S81-136",926499.999998792,6425499.99999985,c(926499.999998792, 6425499.99999985)
"2890",0.588541687,"XX",2024-02-28,2024,2,2024,"S62-22",989499.999998698,6300499.9999999,c(989499.999998698, 6300499.9999999)
"2891",1,"XX",2024-02-28,2024,2,2024,"S79-067",929499.999998788,6485499.99999983,c(929499.999998788, 6485499.99999983)
"2892",0.588541687,"XY",2024-02-28,2024,2,2024,"S88-086",894499.99999884,6405499.99999986,c(894499.99999884, 6405499.99999986)
"2893",0.635416687,"NI",2024-02-28,2024,2,2024,"S89-022",989499.999998698,6300499.9999999,c(989499.999998698, 6300499.9999999)
"2894",1,"XX",2024-02-28,2024,2,2024,"S87-117",1049499.99999861,6335499.99999989,c(1049499.99999861, 6335499.99999989)
"2895",0.979166687,"XX",2024-02-28,2024,2,2024,"S86-054",985499.999998705,6304499.9999999,c(985499.999998705, 6304499.9999999)
"2896",0.600000024,"NI",2024-02-28,2024,2,2024,"S88-068",904499.999998825,6315499.99999989,c(904499.999998825, 6315499.99999989)
"2897",0.8125,"XY",2024-02-28,2024,2,2024,"S80-046",934499.99999878,6240499.99999992,c(934499.99999878, 6240499.99999992)
"2898",0.921875,"XX",2024-02-28,2024,2,2024,"S60-23",973499.999998722,6444499.99999985,c(973499.999998722, 6444499.99999985)
"2899",0.984375,"XY",2024-02-28,2024,2,2024,"S87-059",928499.99999879,6254499.99999992,c(928499.99999879, 6254499.99999992)
"2900",0.927083313,"XY",2024-02-28,2024,2,2024,"S88-013",981499.99999871,6503499.99999983,c(981499.99999871, 6503499.99999983)
"2901",0.947916687,"XY",2024-02-28,2024,2,2024,"S89-024",954499.999998751,6300499.9999999,c(954499.999998751, 6300499.9999999)
"2903",0.953125,"XY",2024-02-28,2024,2,2024,"S88-063",954499.999998751,6300499.9999999,c(954499.999998751, 6300499.9999999)
"2904",0.661458313,"XY",2024-02-28,2024,2,2024,"S88-053",924499.999998795,6250499.99999992,c(924499.999998795, 6250499.99999992)
"2905",0.645833313,"XY",2024-02-28,2024,2,2024,"S80-046",938499.999998775,6244499.99999992,c(938499.999998775, 6244499.99999992)
"2906",0.567708313,"XX",2024-02-28,2024,2,2024,"S70-074",849499.999998907,6395499.99999987,c(849499.999998907, 6395499.99999987)
"2907",0.723958313,"XX",2024-02-29,2024,2,2024,"S88-015",994499.999998691,6275499.99999991,c(994499.999998691, 6275499.99999991)
"2908",1,"XX",2024-02-29,2024,2,2024,"S88-004",974499.999998721,6390499.99999987,c(974499.999998721, 6390499.99999987)
"2910",0.947916687,"XX",2024-02-29,2024,2,2024,"S78-037",908499.999998819,6389499.99999987,c(908499.999998819, 6389499.99999987)
"2912",0.96875,"XX",2024-02-29,2024,2,2024,"S80-061",868499.999998879,6374499.99999987,c(868499.999998879, 6374499.99999987)
"2916",0.75,"XX",2024-02-29,2024,2,2024,"S88-015",994499.999998691,6275499.99999991,c(994499.999998691, 6275499.99999991)
"2918",0.71875,"XX",2024-02-29,2024,2,2024,"S88-015",991499.999998695,6278499.99999991,c(991499.999998695, 6278499.99999991)
"2919",0.949999988,"XX",2024-02-29,2024,2,2024,"S73-057",949499.999998758,6250499.99999992,c(949499.999998758, 6250499.99999992)
"2920",0.53125,"XX",2024-02-29,2024,2,2024,"S88-027",949499.999998758,6255499.99999992,c(949499.999998758, 6255499.99999992)
"2921",0.765625,"XX",2024-02-29,2024,2,2024,"S72-041",934499.99999878,6420499.99999986,c(934499.99999878, 6420499.99999986)
"2922",1,"XY",2024-02-29,2024,2,2024,"S87-079",941499.99999877,6478499.99999984,c(941499.99999877, 6478499.99999984)
"2923",0.510416687,"XX",2024-02-29,2024,2,2024,"S82-078",924499.999998795,6345499.99999988,c(924499.999998795, 6345499.99999988)
"2924",0.833333313,"XY",2024-02-29,2024,2,2024,"S58-61",906499.999998822,6413499.99999986,c(906499.999998822, 6413499.99999986)
"2925",0.870000005,"XY",2024-02-29,2024,2,2024,"S58-61",906499.999998822,6413499.99999986,c(906499.999998822, 6413499.99999986)
"2926",0.829999983,"XX",2024-02-29,2024,2,2024,"S88-015",990499.999998697,6279499.99999991,c(990499.999998697, 6279499.99999991)
"2927",0.973958313,"XX",2024-03-01,2024,3,2024,"S73-012",979499.999998713,6515499.99999982,c(979499.999998713, 6515499.99999982)
"2928",0.885416687,"XX",2024-03-01,2024,3,2024,"S73-025",1001499.99999868,6343499.99999988,c(1001499.99999868, 6343499.99999988)
"2930",0.901041687,"XX",2024-03-01,2024,3,2024,"S73-025",1001499.99999868,6343499.99999988,c(1001499.99999868, 6343499.99999988)
"2932",0.911458313,"XY",2024-03-02,2024,3,2024,"S86-125",946499.999998763,6628499.99999978,c(946499.999998763, 6628499.99999978)
"2933",0.682291687,"XX",2024-03-04,2024,3,2024,"S86-039",916499.999998807,6288499.99999991,c(916499.999998807, 6288499.99999991)
"2934",0.5625,"NI",2024-03-04,2024,3,2024,"S88-054",864499.999998885,6375499.99999987,c(864499.999998885, 6375499.99999987)
"2936",0.916666687,"XY",2024-03-04,2024,3,2024,"S80-015",758499.999999043,6399499.99999986,c(758499.999999043, 6399499.99999986)
"2938",0.739583313,"XX",2024-03-05,2024,3,2024,"S87-090",909499.999998818,6275499.99999991,c(909499.999998818, 6275499.99999991)
"2939",1,"XY",2024-03-05,2024,3,2024,"S86-085",978499.999998715,6439499.99999985,c(978499.999998715, 6439499.99999985)
"2940",0.920000017,"XY",2024-03-05,2024,3,2024,"S86-111",879499.999998863,6360499.99999988,c(879499.999998863, 6360499.99999988)
"2941",0.916666687,"XX",2024-03-05,2024,3,2024,"S83-069",889499.999998848,6430499.99999985,c(889499.999998848, 6430499.99999985)
"2942",0.96875,"XX",2024-03-05,2024,3,2024,"S88-051",909499.999998818,6450499.99999985,c(909499.999998818, 6450499.99999985)
"2943",1,"XX",2024-03-05,2024,3,2024,"S83-069",889499.999998848,6430499.99999985,c(889499.999998848, 6430499.99999985)
"2945",0.59375,"XY",2024-03-05,2024,3,2024,"S87-034",889499.999998848,6430499.99999985,c(889499.999998848, 6430499.99999985)
"2946",0.90625,"XX",2024-03-05,2024,3,2024,"S80-013",941499.99999877,6428499.99999985,c(941499.99999877, 6428499.99999985)
"2947",1,"XY",2024-03-05,2024,3,2024,"S61-05",979499.999998713,6355499.99999988,c(979499.999998713, 6355499.99999988)
"2948",0.911458313,"NI",2024-03-05,2024,3,2024,"S89-025",974499.999998721,6355499.99999988,c(974499.999998721, 6355499.99999988)
"2949",0.75,"XX",2024-03-05,2024,3,2024,"S86-039",915499.999998809,6289499.9999999,c(915499.999998809, 6289499.9999999)
"2950",0.895833313,"XX",2024-03-05,2024,3,2024,"S81-106",974499.999998721,6355499.99999988,c(974499.999998721, 6355499.99999988)
"2951",1,"XX",2024-03-05,2024,3,2024,"S81-106",973499.999998722,6359499.99999988,c(973499.999998722, 6359499.99999988)
"2952",0.859375,"XX",2024-03-05,2024,3,2024,"S89-002",953499.999998752,6489499.99999983,c(953499.999998752, 6489499.99999983)
"2953",1,"XX",2024-03-05,2024,3,2024,"S81-106",971499.999998725,6358499.99999988,c(971499.999998725, 6358499.99999988)
"2955",0.604166687,"XY",2024-03-05,2024,3,2024,"S88-086",898499.999998834,6409499.99999986,c(898499.999998834, 6409499.99999986)
"2956",0.970000029,"XY",2024-03-05,2024,3,2024,"S88-041",899499.999998833,6400499.99999986,c(899499.999998833, 6400499.99999986)
"2958",1,"XX",2024-03-05,2024,3,2024,"S88-066",949499.999998758,6270499.99999991,c(949499.999998758, 6270499.99999991)
"2959",0.895833313,"XX",2024-03-05,2024,3,2024,"S81-106",973499.999998722,6359499.99999988,c(973499.999998722, 6359499.99999988)
"2960",0.78125,"XY",2024-03-06,2024,3,2024,"S85-034",959499.999998743,6290499.9999999,c(959499.999998743, 6290499.9999999)
"2962",0.980000019,"XY",2024-03-06,2024,3,2024,"S85-034",958499.999998745,6294499.9999999,c(958499.999998745, 6294499.9999999)
"2964",0.713541687,"XX",2024-03-06,2024,3,2024,"S78-081",928499.99999879,6394499.99999987,c(928499.99999879, 6394499.99999987)
"2966",0.953125,"XY",2024-03-06,2024,3,2024,"S87-115",909499.999998818,6275499.99999991,c(909499.999998818, 6275499.99999991)
"2967",0.895833313,"XY",2024-03-06,2024,3,2024,"S78-075",1021499.99999865,6353499.99999988,c(1021499.99999865, 6353499.99999988)
"2968",0.953125,"XY",2024-03-06,2024,3,2024,"S83-068",969499.999998728,6345499.99999988,c(969499.999998728, 6345499.99999988)
"2969",0.864583313,"NI",2024-03-06,2024,3,2024,"S88-074",974499.999998721,6340499.99999989,c(974499.999998721, 6340499.99999989)
"2970",1,"XX",2024-03-06,2024,3,2024,"S88-096",744499.999999064,6400499.99999986,c(744499.999999064, 6400499.99999986)
"2971",0.838541687,"XY",2024-03-06,2024,3,2024,"S88-073",974499.999998721,6340499.99999989,c(974499.999998721, 6340499.99999989)
"2972",1,"XY",2024-03-06,2024,3,2024,"S88-020",714499.999999109,6385499.99999987,c(714499.999999109, 6385499.99999987)
"2973",1,"XX",2024-03-06,2024,3,2024,"S86-039",911499.999998815,6284499.99999991,c(911499.999998815, 6284499.99999991)
"2974",1,"XX",2024-03-07,2024,3,2024,"S70-004",969499.999998728,6405499.99999986,c(969499.999998728, 6405499.99999986)
"2977",0.96875,"XX",2024-03-07,2024,3,2024,"S88-006",874499.99999887,6375499.99999987,c(874499.99999887, 6375499.99999987)
"2978",0.989583313,"XX",2024-03-07,2024,3,2024,"S88-006",874499.99999887,6375499.99999987,c(874499.99999887, 6375499.99999987)
"2979",1,"XX",2024-03-07,2024,3,2024,"S86-151",929499.999998788,6320499.99999989,c(929499.999998788, 6320499.99999989)
"2980",0.796875,"XX",2024-03-07,2024,3,2024,"S84-024",868499.999998879,6399499.99999986,c(868499.999998879, 6399499.99999986)
"2981",0.869791687,"XY",2024-03-07,2024,3,2024,"S80-091",929499.999998788,6320499.99999989,c(929499.999998788, 6320499.99999989)
"2982",0.796875,"XX",2024-03-07,2024,3,2024,"S86-151",928499.99999879,6324499.99999989,c(928499.99999879, 6324499.99999989)
"2983",1,"XX",2024-03-07,2024,3,2024,"S62-37",993499.999998693,6584499.9999998,c(993499.999998693, 6584499.9999998)
"2984",1,"XX",2024-03-07,2024,3,2024,"S78-001",918499.999998804,6279499.99999991,c(918499.999998804, 6279499.99999991)
"2985",1,"XY",2024-03-07,2024,3,2024,"S89-014",969499.999998728,6405499.99999986,c(969499.999998728, 6405499.99999986)
"2986",1,"XX",2024-03-07,2024,3,2024,"S89-015",1074499.99999857,6345499.99999988,c(1074499.99999857, 6345499.99999988)
"2987",1,"XY",2024-03-07,2024,3,2024,"S88-055",1074499.99999857,6345499.99999988,c(1074499.99999857, 6345499.99999988)
"2988",0.8125,"XY",2024-03-07,2024,3,2024,"S87-116",919499.999998803,6290499.9999999,c(919499.999998803, 6290499.9999999)
"2989",0.953125,"XY",2024-03-08,2024,3,2024,"S82-063",969499.999998728,6265499.99999991,c(969499.999998728, 6265499.99999991)
"2990",0.692708313,"XX",2024-03-08,2024,3,2024,"S88-075",964499.999998736,6330499.99999989,c(964499.999998736, 6330499.99999989)
"2991",0.84375,"XY",2024-03-08,2024,3,2024,"S81-131",974499.999998721,6330499.99999989,c(974499.999998721, 6330499.99999989)
"2992",0.53125,"XY",2024-03-08,2024,3,2024,"S83-022",988499.9999987,6479499.99999983,c(988499.9999987, 6479499.99999983)
"2993",0.526041687,"XY",2024-03-09,2024,3,2024,"S86-031",905499.999998824,6349499.99999988,c(905499.999998824, 6349499.99999988)
"2994",0.541666687,"XY",2024-03-09,2024,3,2024,"S87-020",908499.999998819,6349499.99999988,c(908499.999998819, 6349499.99999988)
"2995",0.889999986,"XX",2024-03-10,2024,3,2024,"S88-003",929499.999998788,6450499.99999985,c(929499.999998788, 6450499.99999985)
"2996",0.666666687,"XX",2024-03-10,2024,3,2024,"S87-015",959499.999998743,6635499.99999978,c(959499.999998743, 6635499.99999978)
"2997",0.949999988,"XY",2024-03-10,2024,3,2024,"S74-072",894499.99999884,6340499.99999989,c(894499.99999884, 6340499.99999989)
"2998",0.921875,"XX",2024-03-10,2024,3,2024,"S72-022",958499.999998745,6339499.99999989,c(958499.999998745, 6339499.99999989)
"2999",0.921875,"XY",2024-03-10,2024,3,2024,"S88-050",984499.999998706,6415499.99999986,c(984499.999998706, 6415499.99999986)
